point_id,patch_label,patch_source,center_sigma,center_rho,center_beta,center_nucleus,sigma,rho,beta
P0355,NEG_NEG1,preferred_negative_NEG1,9.55,99.0,2.475,NEG1,9.6467,98.5,2.5321
P0356,NEG_NEG1,preferred_negative_NEG1,9.55,99.0,2.475,NEG1,9.6467,98.75,2.4179000000000004
P0357,NEG_NEG1,preferred_negative_NEG1,9.55,99.0,2.475,NEG1,9.6467,98.75,2.4464500000000005
P0358,NEG_NEG1,preferred_negative_NEG1,9.55,99.0,2.475,NEG1,9.6467,98.75,2.475
P0359,NEG_NEG1,preferred_negative_NEG1,9.55,99.0,2.475,NEG1,9.6467,98.75,2.5035499999999997
P0360,NEG_NEG1,preferred_negative_NEG1,9.55,99.0,2.475,NEG1,9.6467,98.75,2.5321
P0361,NEG_NEG1,preferred_negative_NEG1,9.55,99.0,2.475,NEG1,9.6467,99.0,2.4179000000000004
P0362,NEG_NEG1,preferred_negative_NEG1,9.55,99.0,2.475,NEG1,9.6467,99.0,2.4464500000000005
P0363,NEG_NEG1,preferred_negative_NEG1,9.55,99.0,2.475,NEG1,9.6467,99.0,2.475
P0364,NEG_NEG1,preferred_negative_NEG1,9.55,99.0,2.475,NEG1,9.6467,99.0,2.5035499999999997
P0365,NEG_NEG1,preferred_negative_NEG1,9.55,99.0,2.475,NEG1,9.6467,99.0,2.5321
P0366,NEG_NEG1,preferred_negative_NEG1,9.55,99.0,2.475,NEG1,9.6467,99.25,2.4179000000000004
P0367,NEG_NEG1,preferred_negative_NEG1,9.55,99.0,2.475,NEG1,9.6467,99.25,2.4464500000000005
P0368,NEG_NEG1,preferred_negative_NEG1,9.55,99.0,2.475,NEG1,9.6467,99.25,2.475
P0369,NEG_NEG1,preferred_negative_NEG1,9.55,99.0,2.475,NEG1,9.6467,99.25,2.5035499999999997
P0370,NEG_NEG1,preferred_negative_NEG1,9.55,99.0,2.475,NEG1,9.6467,99.25,2.5321
P0371,NEG_NEG1,preferred_negative_NEG1,9.55,99.0,2.475,NEG1,9.6467,99.5,2.4179000000000004
P0372,NEG_NEG1,preferred_negative_NEG1,9.55,99.0,2.475,NEG1,9.6467,99.5,2.4464500000000005
P0373,NEG_NEG1,preferred_negative_NEG1,9.55,99.0,2.475,NEG1,9.6467,99.5,2.475
P0374,NEG_NEG1,preferred_negative_NEG1,9.55,99.0,2.475,NEG1,9.6467,99.5,2.5035499999999997
P0375,NEG_NEG1,preferred_negative_NEG1,9.55,99.0,2.475,NEG1,9.6467,99.5,2.5321
P0376,NEG_NEG3,preferred_negative_NEG3,10.65,103.5,2.55,NEG3,10.553300000000002,103.0,2.4929
P0377,NEG_NEG3,preferred_negative_NEG3,10.65,103.5,2.55,NEG3,10.553300000000002,103.0,2.5214499999999997
P0378,NEG_NEG3,preferred_negative_NEG3,10.65,103.5,2.55,NEG3,10.553300000000002,103.0,2.55
P0379,NEG_NEG3,preferred_negative_NEG3,10.65,103.5,2.55,NEG3,10.553300000000002,103.0,2.57855
P0380,NEG_NEG3,preferred_negative_NEG3,10.65,103.5,2.55,NEG3,10.553300000000002,103.0,2.6070999999999995
P0381,NEG_NEG3,preferred_negative_NEG3,10.65,103.5,2.55,NEG3,10.553300000000002,103.25,2.4929
P0382,NEG_NEG3,preferred_negative_NEG3,10.65,103.5,2.55,NEG3,10.553300000000002,103.25,2.5214499999999997
P0383,NEG_NEG3,preferred_negative_NEG3,10.65,103.5,2.55,NEG3,10.553300000000002,103.25,2.55
P0384,NEG_NEG3,preferred_negative_NEG3,10.65,103.5,2.55,NEG3,10.553300000000002,103.25,2.57855
P0385,NEG_NEG3,preferred_negative_NEG3,10.65,103.5,2.55,NEG3,10.553300000000002,103.25,2.6070999999999995
P0386,NEG_NEG3,preferred_negative_NEG3,10.65,103.5,2.55,NEG3,10.553300000000002,103.5,2.4929
P0387,NEG_NEG3,preferred_negative_NEG3,10.65,103.5,2.55,NEG3,10.553300000000002,103.5,2.5214499999999997
P0388,NEG_NEG3,preferred_negative_NEG3,10.65,103.5,2.55,NEG3,10.553300000000002,103.5,2.55
P0389,NEG_NEG3,preferred_negative_NEG3,10.65,103.5,2.55,NEG3,10.553300000000002,103.5,2.57855
